"Journal Data Filtered By:  Selected JCR Year: 2016 Selected Editions: SCIE,SSCI Selected Category Scheme: WoS",,,,
Rank,Full Journal Title,JCR Abbreviated Title,Journal Impact Factor,Average Journal Impact Factor Percentile
2824,IEEE TRANSACTIONS ON INFORMATION THEORY,IEEE T INFORM THEORY,2.679,71.418
2824,Journal of Occupational Health Psychology,J OCCUP HEALTH PSYCH,2.679,84.102
2826,JOURNAL OF PHYSICS-CONDENSED MATTER,J PHYS-CONDENS MAT,2.678,66.418
2827,Influenza and Other Respiratory Viruses,INFLUENZA OTHER RESP,2.677,50.753
2827,SENSORS,SENSORS-BASEL,2.677,70.576
2829,IEEE Geoscience and Remote Sensing Magazine,IEEE GEOSC REM SEN M,2.676,66.650
2830,Journal of Transport Geography,J TRANSP GEOGR,2.675,86.086
2831,HARVARD EDUCATIONAL REVIEW,HARVARD EDUC REV,2.674,93.830
2831,NEUROIMMUNOMODULATION,NEUROIMMUNOMODULAT,2.674,43.498
2831,Patient-Patient Centered Outcomes Research,PATIENT,2.674,80.220
2831,Patient-Patient Centered Outcomes Research,PATIENT,2.674,80.220
2835,Bioanalysis,BIOANALYSIS,2.673,62.390
2835,JOURNAL OF PHOTOCHEMISTRY AND PHOTOBIOLOGY B-BIOLOGY,J PHOTOCH PHOTOBIO B,2.673,53.334
2835,WORLD JOURNAL OF SURGERY,WORLD J SURG,2.673,70.812
2838,IMAGE AND VISION COMPUTING,IMAGE VISION COMPUT,2.671,76.610
2838,JOURNAL OF VISION,J VISION,2.671,73.729
2840,MOLECULAR AND CELLULAR BIOCHEMISTRY,MOL CELL BIOCHEM,2.669,39.211
2841,PSYCHOPHYSIOLOGY,PSYCHOPHYSIOLOGY,2.668,65.288
2841,PSYCHOPHYSIOLOGY,PSYCHOPHYSIOLOGY,2.668,65.288
2843,Applied Physics Express,APPL PHYS EXPRESS,2.667,72.635
2843,JOURNAL OF ARCHAEOLOGICAL METHOD AND THEORY,J ARCHAEOL METHOD TH,2.667,93.293
2843,JOURNAL OF EXPERIMENTAL PSYCHOLOGY-LEARNING MEMORY AND COGNITION,J EXP PSYCHOL LEARN,2.667,69.562
2843,JOURNAL OF EXPERIMENTAL PSYCHOLOGY-LEARNING MEMORY AND COGNITION,J EXP PSYCHOL LEARN,2.667,69.562
2843,SCANDINAVIAN JOURNAL OF RHEUMATOLOGY,SCAND J RHEUMATOL,2.667,51.667
2843,Sociological Methodology,SOCIOL METHODOL,2.667,92.657
2849,JOURNAL OF BIOMECHANICS,J BIOMECH,2.664,62.516
2850,Gut and Liver,GUT LIVER,2.663,42.405
2851,JOURNAL OF PERIODONTAL RESEARCH,J PERIODONTAL RES,2.662,81.667
2851,Lithosphere,LITHOSPHERE-US,2.662,75.652
2851,NETWORKS & SPATIAL ECONOMICS,NETW SPAT ECON,2.662,75.824
2851,ONCOLOGY REPORTS,ONCOL REP,2.662,42.627
2851,PHOTODERMATOLOGY PHOTOIMMUNOLOGY & PHOTOMEDICINE,PHOTODERMATOL PHOTO,2.662,76.984
2856,HUMAN NATURE-AN INTERDISCIPLINARY BIOSOCIAL PERSPECTIVE,HUM NATURE-INT BIOS,2.661,89.162
2856,LIQUID CRYSTALS,LIQ CRYST,2.661,66.192
2856,MINI-REVIEWS IN MEDICINAL CHEMISTRY,MINI-REV MED CHEM,2.661,54.167
2856,Socio-Economic Review,SOCIO-ECON REV,2.661,90.586
2860,CHILD NEUROPSYCHOLOGY,CHILD NEUROPSYCHOL,2.660,57.990
2861,ADVANCED POWDER TECHNOLOGY,ADV POWDER TECHNOL,2.659,71.481
2861,COMPUTERS ENVIRONMENT AND URBAN SYSTEMS,COMPUT ENVIRON URBAN,2.659,81.374
2861,CURRENT DRUG METABOLISM,CURR DRUG METAB,2.659,51.581
2861,INFLAMMATION RESEARCH,INFLAMM RES,2.659,38.713
2861,THEORETICAL AND APPLIED FRACTURE MECHANICS,THEOR APPL FRACT MEC,2.659,83.255
2866,AGING & MENTAL HEALTH,AGING MENT HEALTH,2.658,64.186
2866,AGING & MENTAL HEALTH,AGING MENT HEALTH,2.658,64.186
2866,Urban Water Journal,URBAN WATER J,2.658,81.250
2869,Cornell Hospitality Quarterly,CORNELL HOSP Q,2.657,81.426
2870,Methods and Applications in Fluorescence,METHODS APPL FLUORES,2.656,60.134
2870,REPRODUCTION FERTILITY AND DEVELOPMENT,REPROD FERT DEVELOP,2.656,71.015
2872,Substance Abuse,SUBST ABUS,2.655,63.889
2872,Substance Abuse,SUBST ABUS,2.655,63.889
2874,CONDOR,CONDOR,2.654,97.917
2874,International Journal of Sports Physiology and Performance,INT J SPORT PHYSIOL,2.654,71.682
2874,Materials,MATERIALS,2.654,70.364
2877,EUROPEAN JOURNAL OF HAEMATOLOGY,EUR J HAEMATOL,2.653,53.571
2877,PROSTAGLANDINS LEUKOTRIENES AND ESSENTIAL FATTY ACIDS,PROSTAG LEUKOTR ESS,2.653,43.252
2879,MECHANICS OF MATERIALS,MECH MATER,2.651,76.917
2879,TETRAHEDRON,TETRAHEDRON,2.651,65.254
2881,SYNTHESIS-STUTTGART,SYNTHESIS-STUTTGART,2.650,63.559
2881,THROMBOSIS RESEARCH,THROMB RES,2.650,47.897
2883,BIOLOGY OF THE CELL,BIOL CELL,2.649,37.632
2883,Earth Surface Dynamics,EARTH SURF DYNAM,2.649,70.796
2885,JOURNAL OF COMPOSITES FOR CONSTRUCTION,J COMPOS CONSTR,2.648,79.428
2885,JOURNAL OF CRITICAL CARE,J CRIT CARE,2.648,56.061
2885,NEUROLOGIC CLINICS,NEUROL CLIN,2.648,51.614
2888,Journal of Hospitality & Tourism Research,J HOSP TOUR RES,2.646,78.889
2888,PLANT GROWTH REGULATION,PLANT GROWTH REGUL,2.646,76.651
2890,BMC MICROBIOLOGY,BMC MICROBIOL,2.644,52.400
2890,SEMINARS IN REPRODUCTIVE MEDICINE,SEMIN REPROD MED,2.644,63.761
2892,INTERNATIONAL JOURNAL OF FORECASTING,INT J FORECASTING,2.642,80.148
2893,PROSTAGLANDINS & OTHER LIPID MEDIATORS,PROSTAG OTH LIPID M,2.640,42.260
2893,THEORETICAL AND APPLIED CLIMATOLOGY,THEOR APPL CLIMATOL,2.640,65.294
2895,JOURNAL OF HUMAN NUTRITION AND DIETETICS,J HUM NUTR DIET,2.638,54.938
2896,AUSTRALIAN JOURNAL OF GRAPE AND WINE RESEARCH,AUST J GRAPE WINE R,2.635,85.716
2896,IET Renewable Power Generation,IET RENEW POWER GEN,2.635,59.778
2898,APPLIED AND COMPUTATIONAL HARMONIC ANALYSIS,APPL COMPUT HARMON A,2.634,94.759
2898,CLINICAL AND EXPERIMENTAL RHEUMATOLOGY,CLIN EXP RHEUMATOL,2.634,48.333
2898,MEDICAL ONCOLOGY,MED ONCOL,2.634,42.166
2901,JOURNAL OF ENDOCRINOLOGICAL INVESTIGATION,J ENDOCRINOL INVEST,2.633,43.116
2901,TRANSPORTATION,TRANSPORTATION,2.633,76.960
2901,TRANSPORTATION,TRANSPORTATION,2.633,76.960
2904,HARVARD INTERNATIONAL LAW JOURNAL,HARVARD INT LAW J,2.632,94.295
2905,EPILEPSY & BEHAVIOR,EPILEPSY BEHAV,2.631,58.471
2905,JOURNAL OF TECHNOLOGY TRANSFER,J TECHNOL TRANSFER,2.631,70.876
2907,JOURNAL OF MAGNETISM AND MAGNETIC MATERIALS,J MAGN MAGN MATER,2.630,67.281
2907,UNIVERSITY OF PENNSYLVANIA LAW REVIEW,U PENN LAW REV,2.630,93.624
2909,AUTOIMMUNITY,AUTOIMMUNITY,2.629,38.079
2909,Plant Reproduction,PLANT REPROD,2.629,64.814
2909,STOCHASTIC ENVIRONMENTAL RESEARCH AND RISK ASSESSMENT,STOCH ENV RES RISK A,2.629,75.158
2912,Technological and Economic Development of Economy,TECHNOL ECON DEV ECO,2.628,88.617
2912,VETERINARY MICROBIOLOGY,VET MICROBIOL,2.628,73.778
2912,VIRUS RESEARCH,VIRUS RES,2.628,45.588
2915,ANNUAL REVIEWS IN CONTROL,ANNU REV CONTROL,2.627,72.500
2915,ARTIFICIAL INTELLIGENCE REVIEW,ARTIF INTELL REV,2.627,71.805
2917,PURE AND APPLIED CHEMISTRY,PURE APPL CHEM,2.626,59.940
2918,Automated Software Engineering,AUTOMAT SOFTW ENG,2.625,83.491
2918,JOURNAL OF PHOTOCHEMISTRY AND PHOTOBIOLOGY A-CHEMISTRY,J PHOTOCH PHOTOBIO A,2.625,54.452
2918,TECHNOLOGICAL FORECASTING AND SOCIAL CHANGE,TECHNOL FORECAST SOC,2.625,77.851
2921,International Journal of Rheumatic Diseases,INT J RHEUM DIS,2.624,45.000
2921,Neuroscience Bulletin,NEUROSCI BULL,2.624,45.367
2923,COMPUTERS & INDUSTRIAL ENGINEERING,COMPUT IND ENG,2.623,77.246
2923,Minerva Anestesiologica,MINERVA ANESTESIOL,2.623,57.967
2925,HUMAN RELATIONS,HUM RELAT,2.622,83.357
2926,Particuology,PARTICUOLOGY,2.621,70.007
2927,PARASITOLOGY,PARASITOLOGY,2.620,70.833
2928,Clinical Neuroradiology,CLIN NEURORADIOL,2.618,64.245
2928,RESOURCES POLICY,RESOUR POLICY,2.618,77.619
2930,MEDICAL PHYSICS,MED PHYS,2.617,71.260
2931,Administration and Policy in Mental Health and Mental Health Services Research,ADM POLICY MENT HLTH,2.616,86.653
2931,ENVIRONMENTAL GEOCHEMISTRY AND HEALTH,ENVIRON GEOCHEM HLTH,2.616,67.536
2931,JOURNAL OF APPLIED PHYCOLOGY,J APPL PHYCOL,2.616,73.073
2934,MELANOMA RESEARCH,MELANOMA RES,2.615,56.873
2935,ALLERGY AND ASTHMA PROCEEDINGS,ALLERGY ASTHMA PROC,2.614,32.692
2935,JOURNAL OF APPLIED CRYSTALLOGRAPHY,J APPL CRYSTALLOGR,2.614,61.399
2935,NEUROMODULATION,NEUROMODULATION,2.614,54.331
2935,SEMINARS IN RESPIRATORY AND CRITICAL CARE MEDICINE,SEMIN RESP CRIT CARE,2.614,50.847
2939,BMC Psychiatry,BMC PSYCHIATRY,2.613,55.986
2940,AMERICAN JOURNAL OF SURGERY,AM J SURG,2.612,70.305
2940,OncoTargets and Therapy,ONCOTARGETS THER,2.612,51.716
2942,BMC Geriatrics,BMC GERIATR,2.611,62.739
2942,BMC Geriatrics,BMC GERIATR,2.611,62.739
2942,CURRENT PHARMACEUTICAL DESIGN,CURR PHARM DESIGN,2.611,54.669
2942,GEODINAMICA ACTA,GEODIN ACTA,2.611,74.734
2946,Molecular Therapy-Methods & Clinical Development,MOL THER-METH CLIN D,2.610,51.953
2947,ASTRONOMICAL JOURNAL,ASTRON J,2.609,62.698
2947,TRANSPORTATION RESEARCH PART A-POLICY AND PRACTICE,TRANSPORT RES A-POL,2.609,76.279
2947,TRANSPORTATION RESEARCH PART A-POLICY AND PRACTICE,TRANSPORT RES A-POL,2.609,76.279
2950,Current Oncology Reports,CURR ONCOL REP,2.608,40.783
2950,ECONOMIC JOURNAL,ECON J,2.608,88.040
2950,JOURNAL OF PHYCOLOGY,J PHYCOL,2.608,79.044
2950,MedChemComm,MEDCHEMCOMM,2.608,49.784
2954,MATERIALS AND STRUCTURES,MATER STRUCT,2.607,77.619
2955,Aerosol and Air Quality Research,AEROSOL AIR QUAL RES,2.606,63.974
2955,CALIFORNIA LAW REVIEW,CALIF LAW REV,2.606,92.953
2955,Obesity Research & Clinical Practice,OBES RES CLIN PRACT,2.606,48.048
2955,Personality Disorders-Theory Research and Treatment,PERSONAL DISORD,2.606,74.793
2959,HYDROMETALLURGY,HYDROMETALLURGY,2.605,88.514
2959,IEEE TRANSACTIONS ON ELECTRON DEVICES,IEEE T ELECTRON DEV,2.605,71.380
2959,MEMORIAS DO INSTITUTO OSWALDO CRUZ,MEM I OSWALDO CRUZ,2.605,74.817
2959,MUSCLE & NERVE,MUSCLE NERVE,2.605,50.197
2963,ASTROBIOLOGY,ASTROBIOLOGY,2.603,70.399
2963,Biointerphases,BIOINTERPHASES,2.603,49.709
2963,CULTURAL ANTHROPOLOGY,CULT ANTHROPOL,2.603,90.854
2963,GEOSYNTHETICS INTERNATIONAL,GEOSYNTH INT,2.603,75.678
2963,GOVERNANCE-AN INTERNATIONAL JOURNAL OF POLICY ADMINISTRATION AND INSTITUTIONS,GOVERNANCE,2.603,87.021
2963,JOURNAL OF CHROMATOGRAPHY B-ANALYTICAL TECHNOLOGIES IN THE BIOMEDICAL AND LIFE SCIENCES,J CHROMATOGR B,2.603,60.434
2969,CATHETERIZATION AND CARDIOVASCULAR INTERVENTIONS,CATHETER CARDIO INTE,2.602,53.571
2969,CONTROL ENGINEERING PRACTICE,CONTROL ENG PRACT,2.602,70.627
2969,HEPATOLOGY RESEARCH,HEPATOL RES,2.602,41.139
2969,JOURNAL OF ARCHAEOLOGICAL SCIENCE,J ARCHAEOL SCI,2.602,81.386
2969,JOURNAL OF ARCHAEOLOGICAL SCIENCE,J ARCHAEOL SCI,2.602,81.386
2969,JOURNAL OF EXPERIMENTAL CHILD PSYCHOLOGY,J EXP CHILD PSYCHOL,2.602,71.012
2969,Social Psychology,SOC PSYCHOL-GERMANY,2.602,84.677
2976,Annual Reports on NMR Spectroscopy,ANNU REP NMR SPECTRO,2.600,75.000
2976,COMPUTERS & OPERATIONS RESEARCH,COMPUT OPER RES,2.600,77.531
2976,Journal of International Management,J INT MANAG,2.600,69.845
2979,JOURNAL OF BIOTECHNOLOGY,J BIOTECHNOL,2.599,61.563
2979,JOURNAL OF MATERIALS SCIENCE,J MATER SCI,2.599,68.182
2981,Anti-Cancer Agents in Medicinal Chemistry,ANTI-CANCER AGENT ME,2.598,45.578
2981,INTERNATIONAL JOURNAL OF ENERGY RESEARCH,INT J ENERG RES,2.598,77.775
2981,Neonatology,NEONATOLOGY,2.598,82.231
2984,Bone & Joint Research,BONE JOINT RES,2.597,49.859
2985,ANTIVIRAL THERAPY,ANTIVIR THER,2.594,49.571
2985,Journal of Energy Chemistry,J ENERGY CHEM,2.594,63.513
2985,Weather Climate and Society,WEATHER CLIM SOC,2.594,70.392
2985,Weather Climate and Society,WEATHER CLIM SOC,2.594,70.392
2989,JOURNAL OF SOUND AND VIBRATION,J SOUND VIB,2.593,82.990
2989,Journal of Clinical Neurology,J CLIN NEUROL,2.593,54.897
2989,MULTIVARIATE BEHAVIORAL RESEARCH,MULTIVAR BEHAV RES,2.593,83.219
2989,MULTIVARIATE BEHAVIORAL RESEARCH,MULTIVAR BEHAV RES,2.593,83.219
2993,EUROPEAN ADDICTION RESEARCH,EUR ADDICT RES,2.592,60.637
2993,EUROPEAN ADDICTION RESEARCH,EUR ADDICT RES,2.592,60.637
2993,Environmental Science-Processes & Impacts,ENVIRON SCI-PROC IMP,2.592,63.019
2993,World Neurosurgery,WORLD NEUROSURG,2.592,62.089
2997,DERMATOLOGIC CLINICS,DERMATOL CLIN,2.591,73.810
2997,Emotion Review,EMOT REV,2.591,79.457
2997,Optical Materials Express,OPT MATER EXPRESS,2.591,69.507
3000,INFLAMMOPHARMACOLOGY,INFLAMMOPHARMACOLOGY,2.590,47.785
3000,PESTICIDE BIOCHEMISTRY AND PHYSIOLOGY,PESTIC BIOCHEM PHYS,2.590,66.298
3000,STRESS-THE INTERNATIONAL JOURNAL ON THE BIOLOGY OF STRESS,STRESS,2.590,48.688
3003,SURFACE & COATINGS TECHNOLOGY,SURF COAT TECH,2.589,76.431
3003,VIRGINIA LAW REVIEW,VA LAW REV,2.589,92.282
3005,JOURNAL OF PHYSICS D-APPLIED PHYSICS,J PHYS D APPL PHYS,2.588,70.608
3006,Pharmacological Reports,PHARMACOL REP,2.587,53.891
3007,AMERICAN JOURNAL OF HEALTH PROMOTION,AM J HEALTH PROMOT,2.586,86.306
3008,GENERAL AND COMPARATIVE ENDOCRINOLOGY,GEN COMP ENDOCR,2.585,40.942
3009,FUTURE OF CHILDREN,FUTURE CHILD,2.583,91.521
3010,ANNALS OF EPIDEMIOLOGY,ANN EPIDEMIOL,2.582,74.148
3010,INTERNATIONAL JOURNAL OF PSYCHOPHYSIOLOGY,INT J PSYCHOPHYSIOL,2.582,61.288
3010,INTERNATIONAL JOURNAL OF PSYCHOPHYSIOLOGY,INT J PSYCHOPHYSIOL,2.582,61.288
3013,APPLIED GEOCHEMISTRY,APPL GEOCHEM,2.581,66.071
3013,Clinical Interventions in Aging,CLIN INTERV AGING,2.581,50.000
3013,EUROPEAN JOURNAL OF PROTISTOLOGY,EUR J PROTISTOL,2.581,50.800
3013,Journal of Pain Research,J PAIN RES,2.581,53.866
3013,NEUROCHEMICAL RESEARCH,NEUROCHEM RES,2.581,45.101
3013,SPACE WEATHER-THE INTERNATIONAL JOURNAL OF RESEARCH AND APPLICATIONS,SPACE WEATHER,2.581,62.845
3019,BULLETIN OF VOLCANOLOGY,B VOLCANOL,2.580,72.606
3019,PANCREATOLOGY,PANCREATOLOGY,2.580,39.873
3021,Frontiers of Physics,FRONT PHYS-BEIJING,2.579,82.911
3022,PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY,PALAEOGEOGR PALAEOCL,2.578,76.009
3023,AFRICAN AFFAIRS,AFR AFFAIRS,2.577,94.335
3023,INTERNATIONAL JOURNAL OF PHYSICAL DISTRIBUTION & LOGISTICS MANAGEMENT,INT J PHYS DISTR LOG,2.577,69.330
3023,MECHANISM AND MACHINE THEORY,MECH MACH THEORY,2.577,80.385
3026,COPD-Journal of Chronic Obstructive Pulmonary Disease,COPD,2.576,50.000
3026,CURRENT PROTEIN & PEPTIDE SCIENCE,CURR PROTEIN PEPT SC,2.576,46.034
3026,Food and Bioprocess Technology,FOOD BIOPROCESS TECH,2.576,80.385
3026,JOURNAL OF BIOENERGETICS AND BIOMEMBRANES,J BIOENERG BIOMEMBR,2.576,45.344
3030,BOUNDARY-LAYER METEOROLOGY,BOUND-LAY METEOROL,2.573,61.765
3030,Innovative Food Science & Emerging Technologies,INNOV FOOD SCI EMERG,2.573,79.615
3030,PSYCHOTHERAPY,PSYCHOTHERAPY,2.573,73.967
3033,MATERIALS LETTERS,MATER LETT,2.572,68.693
3034,AGRICULTURAL SYSTEMS,AGR SYST,2.571,95.536
3034,Cyberpsychology Behavior and Social Networking,CYBERPSYCH BEH SOC N,2.571,83.065
3034,DISEASES OF THE ESOPHAGUS,DIS ESOPHAGUS,2.571,38.608
3037,ADVANCES IN ANATOMIC PATHOLOGY,ADV ANAT PATHOL,2.570,71.519
3037,AQUACULTURE,AQUACULTURE,2.570,83.214
3037,PREVENTION SCIENCE,PREV SCI,2.570,85.669
3040,ENGINEERING GEOLOGY,ENG GEOL,2.569,76.486
3041,Radiation Oncology,RADIAT ONCOL,2.568,55.167
3042,DIFFERENTIATION,DIFFERENTIATION,2.567,46.685
3042,International Journal of Clinical and Health Psychology,INT J CLIN HLTH PSYC,2.567,73.140
3042,Marketing Theory,MARKETING THEOR,2.567,64.876
3045,JOURNAL OF MECHANICAL DESIGN,J MECH DESIGN,2.565,79.615
3046,SAUDI JOURNAL OF BIOLOGICAL SCIENCES,SAUDI J BIOL SCI,2.564,74.706
3047,EUROPEAN SPINE JOURNAL,EUR SPINE J,2.563,65.162
3048,CHRONOBIOLOGY INTERNATIONAL,CHRONOBIOL INT,2.562,66.229
3049,DIAMOND AND RELATED MATERIALS,DIAM RELAT MATER,2.561,67.091
3049,Journal of Prosthodontic Research,J PROSTHODONT RES,2.561,80.556
3051,International Journal of Social Robotics,INT J SOC ROBOT,2.559,63.462
3052,NAUNYN-SCHMIEDEBERGS ARCHIVES OF PHARMACOLOGY,N-S ARCH PHARMACOL,2.558,53.502
3052,SURGEON-JOURNAL OF THE ROYAL COLLEGES OF SURGEONS OF EDINBURGH AND IRELAND,SURG-J R COLL SURG E,2.558,69.289
3054,JOURNAL OF SEPARATION SCIENCE,J SEP SCI,2.557,61.184
3055,EUROPEAN JOURNAL OF CANCER PREVENTION,EUR J CANCER PREV,2.556,39.401
3055,POLYMER SCIENCE SERIES C,POLYM SCI SER C+,2.556,71.512
3055,PSYCHOTHERAPY RESEARCH,PSYCHOTHER RES,2.556,72.314
3058,JOURNAL OF VOCATIONAL BEHAVIOR,J VOCAT BEHAV,2.555,79.375
3059,JOURNAL OF NEUROSCIENCE METHODS,J NEUROSCI METH,2.554,49.603
3060,GEOTHERMICS,GEOTHERMICS,2.553,62.951
3060,HISTOCHEMISTRY AND CELL BIOLOGY,HISTOCHEM CELL BIOL,2.553,60.263
3062,AMERICAN JOURNAL OF PHYSICAL ANTHROPOLOGY,AM J PHYS ANTHROPOL,2.552,69.728
3062,AMERICAN JOURNAL OF PHYSICAL ANTHROPOLOGY,AM J PHYS ANTHROPOL,2.552,69.728
3062,Materials Science and Engineering B-Advanced Functional Solid-State Materials,MATER SCI ENG B-ADV,2.552,65.080
3062,PHARMACOEPIDEMIOLOGY AND DRUG SAFETY,PHARMACOEPIDEM DR S,2.552,63.346
3062,PUBLIC UNDERSTANDING OF SCIENCE,PUBLIC UNDERST SCI,2.552,94.052
3067,BRITISH JOURNAL OF HEALTH PSYCHOLOGY,BRIT J HEALTH PSYCH,2.551,71.488
3068,MYCOLOGIA,MYCOLOGIA,2.550,58.333
3068,Research in Organizational Behavior,RES ORGAN BEHAV,2.550,73.470
3068,SYSTEMS & CONTROL LETTERS,SYST CONTROL LETT,2.550,74.644
3071,AMERICAN JOURNAL OF TROPICAL MEDICINE AND HYGIENE,AM J TROP MED HYG,2.549,74.664
3071,RESEARCH IN MICROBIOLOGY,RES MICROBIOL,2.549,50.000
3073,REVIEWS IN THE NEUROSCIENCES,REV NEUROSCIENCE,2.546,43.050
3074,JOURNAL OF RESEARCH IN CRIME AND DELINQUENCY,J RES CRIME DELINQ,2.545,88.793
3074,Parasite,PARASITE,2.545,65.278
3074,Reviews in Fisheries Science & Aquaculture,REV FISH SCI AQUAC,2.545,83.000
3077,PSYCHOLOGY OF ADDICTIVE BEHAVIORS,PSYCHOL ADDICT BEHAV,2.543,73.900
3078,AMERICAN JOURNAL OF NEPHROLOGY,AM J NEPHROL,2.542,66.883
3078,IEEE Journal on Emerging and Selected Topics in Circuits and Systems,IEEE J EM SEL TOP C,2.542,70.038
3080,Endocrine Connections,ENDOCR CONNECT,2.541,40.217
3080,HEALTH & PLACE,HEALTH PLACE,2.541,78.738
3080,HEALTH & PLACE,HEALTH PLACE,2.541,78.738
3083,Journal of Infrared Millimeter and Terahertz Waves,J INFRARED MILLIM TE,2.540,69.674
3084,JOURNAL OF SPORTS SCIENCES,J SPORT SCI,2.539,79.630
3084,RADIATION RESEARCH,RADIAT RES,2.539,64.926
3086,CHEMICAL ENGINEERING RESEARCH & DESIGN,CHEM ENG RES DES,2.538,69.259
3086,Journal of Parkinsons Disease,J PARKINSON DIS,2.538,42.664
3088,COGNITIVE AND BEHAVIORAL PRACTICE,COGN BEHAV PRACT,2.537,70.661
3088,Journal of Family Nursing,J FAM NURS,2.537,95.837
3088,Journal of Family Nursing,J FAM NURS,2.537,95.837
3088,LASER PHYSICS LETTERS,LASER PHYS LETT,2.537,68.801
3088,Strategic Entrepreneurship Journal,STRATEG ENTREP J,2.537,66.174
3093,FOREIGN AFFAIRS,FOREIGN AFF,2.536,92.442
3093,Globalization and Health,GLOBALIZATION HEALTH,2.536,78.135
3093,Globalization and Health,GLOBALIZATION HEALTH,2.536,78.135
3093,IET Control Theory and Applications,IET CONTROL THEORY A,2.536,72.890
3093,JOURNAL OF NON-NEWTONIAN FLUID MECHANICS,J NON-NEWTON FLUID,2.536,81.579
3093,MOLECULAR AND BIOCHEMICAL PARASITOLOGY,MOL BIOCHEM PARASIT,2.536,54.095
3093,SPECTROCHIMICA ACTA PART A-MOLECULAR AND BIOMOLECULAR SPECTROSCOPY,SPECTROCHIM ACTA A,2.536,72.619
3100,Biomicrofluidics,BIOMICROFLUIDICS,2.535,57.916
3100,Cellular and Molecular Bioengineering,CELL MOL BIOENG,2.535,34.346
3100,Clinical Genitourinary Cancer,CLIN GENITOURIN CANC,2.535,52.262
3103,COMPUTERS & GEOSCIENCES,COMPUT GEOSCI-UK,2.533,71.192
3103,IEEE Antennas and Wireless Propagation Letters,IEEE ANTENN WIREL PR,2.533,68.435
3103,NURSE EDUCATION TODAY,NURS EDUC TODAY,2.533,93.499
3103,NURSE EDUCATION TODAY,NURS EDUC TODAY,2.533,93.499
3107,EXPERIMENTAL DERMATOLOGY,EXP DERMATOL,2.532,72.222
3107,INTERNATIONAL JOURNAL OF INFECTIOUS DISEASES,INT J INFECT DIS,2.532,50.595
3107,MICROCIRCULATION,MICROCIRCULATION,2.532,46.389
3110,Journal of Sport and Health Science,J SPORT HEALTH SCI,2.531,77.531
3110,Journal of Sport and Health Science,J SPORT HEALTH SCI,2.531,77.531
3110,WEAR,WEAR,2.531,72.605
3113,JOURNAL OF BIOMEDICAL OPTICS,J BIOMED OPT,2.530,63.346
3114,CONTINUUM MECHANICS AND THERMODYNAMICS,CONTINUUM MECH THERM,2.529,78.776
3115,COMPUTATIONAL LINGUISTICS,COMPUT LINGUIST,2.528,79.844
3115,COMPUTATIONAL LINGUISTICS,COMPUT LINGUIST,2.528,79.844
3115,IEEE SIGNAL PROCESSING LETTERS,IEEE SIGNAL PROC LET,2.528,68.511
3115,Journal of Aerosol Medicine and Pulmonary Drug Delivery,J AEROSOL MED PULM D,2.528,48.305
3115,Maternal and Child Nutrition,MATERN CHILD NUTR,2.528,66.937
3115,PSYCHIATRY RESEARCH,PSYCHIAT RES,2.528,60.922
3115,PSYCHIATRY RESEARCH,PSYCHIAT RES,2.528,60.922
3122,JOURNAL OF NEURORADIOLOGY,J NEURORADIOLOGY,2.526,58.172
3122,RESTORATIVE NEUROLOGY AND NEUROSCIENCE,RESTOR NEUROL NEUROS,2.526,42.278
3122,SCANDINAVIAN JOURNAL OF GASTROENTEROLOGY,SCAND J GASTROENTERO,2.526,37.342
3125,PULMONARY PHARMACOLOGY & THERAPEUTICS,PULM PHARMACOL THER,2.525,49.667
3126,GENES AND IMMUNITY,GENES IMMUN,2.524,44.575
3126,JOURNAL OF GENE MEDICINE,J GENE MED,2.524,54.835
3126,Journal of Neurologic Physical Therapy,J NEUROL PHYS THER,2.524,66.544
3129,CLINICAL OTOLARYNGOLOGY,CLIN OTOLARYNGOL,2.523,86.905
3129,PRENATAL DIAGNOSIS,PRENATAL DIAG,2.523,60.286
3129,PROTEIN SCIENCE,PROTEIN SCI,2.523,45.345
3132,Annual Review of Vision Science,ANNU REV VIS SCI,2.522,56.963
3132,JOURNAL OF SOILS AND SEDIMENTS,J SOIL SEDIMENT,2.522,67.580
3134,INFORMATION SYSTEMS FRONTIERS,INFORM SYST FRONT,2.521,75.728
3135,CHEMICAL SENSES,CHEM SENSES,2.520,58.983
3135,Critical Care and Resuscitation,CRIT CARE RESUSC,2.520,46.970
3135,INTERNATIONAL ORTHOPAEDICS,INT ORTHOP,2.520,75.658
3135,Transportmetrica B-Transport Dynamics,TRANSPORTMETRICA B,2.520,67.268
3135,Transportmetrica B-Transport Dynamics,TRANSPORTMETRICA B,2.520,67.268
3140,Cardiology in Review,CARDIOL REV,2.519,52.778
3140,ECONOMIC GEOLOGY,ECON GEOL,2.519,63.690
3142,BIRTH-ISSUES IN PERINATAL CARE,BIRTH-ISS PERINAT C,2.518,85.219
3142,BIRTH-ISSUES IN PERINATAL CARE,BIRTH-ISS PERINAT C,2.518,85.219
3142,RISK ANALYSIS,RISK ANAL,2.518,84.664
3142,RISK ANALYSIS,RISK ANAL,2.518,84.664
3146,HUMAN DEVELOPMENT,HUM DEV,2.517,72.143
3146,JOURNAL OF BEHAVIOR THERAPY AND EXPERIMENTAL PSYCHIATRY,J BEHAV THER EXP PSY,2.517,68.191
